area_sqft,bedrooms,bathrooms,floor,age_years,location_score,has_gated,distance_km,parking,near_metro,price
1251,3,2,9,1,3.0,1,1.42,0,1,6397071
928,3,2,10,6,7.01,0,27.72,1,0,4595397
1536,2,2,10,4,6.37,0,0.55,1,0,8592574
939,3,3,10,8,6.33,1,1.0,1,1,6407883
1022,2,1,7,13,8.43,1,0.7,1,0,7690366
444,3,2,6,3,7.21,1,1.98,0,0,2185998
1019,3,3,6,26,5.54,1,1.18,0,0,6096908
300,3,2,7,6,5.19,0,3.44,1,0,1814490
566,5,5,11,8,6.61,1,3.23,1,0,3582258
1504,3,3,11,9,5.64,0,11.59,1,0,7651769
1514,3,3,10,9,6.89,0,0.2,0,1,9141472
1370,3,2,0,6,8.54,1,1.93,1,0,9903387
813,3,2,0,4,4.93,0,4.54,1,1,4614721
1181,2,2,7,0,7.13,0,4.64,1,1,6897118
1199,2,1,3,0,8.37,0,3.27,1,0,8035527
737,3,2,4,4,6.87,0,8.46,1,0,4306616
1801,3,3,7,3,8.08,1,0.32,0,0,12467905
1551,1,1,4,4,6.57,0,8.45,1,0,8962895
1112,2,1,9,1,7.26,0,3.41,1,0,6376827
1211,2,1,3,11,7.66,0,0.72,0,0,7154226
1283,5,4,11,16,6.14,0,10.84,0,0,6914485
383,3,3,5,22,9.99,0,5.24,1,0,2841718
1101,3,3,11,5,7.87,1,0.89,1,0,7881304
927,2,1,4,10,8.95,0,0.2,1,0,6178449
799,3,2,6,15,8.61,1,0.76,0,0,5543024
1088,2,2,9,4,7.49,1,4.69,1,0,7307839
1919,2,1,6,3,9.08,1,0.99,1,0,14732028
1456,3,2,3,22,7.28,0,1.28,1,1,8530100
972,1,1,11,6,5.91,0,0.2,1,0,5733847
1429,1,1,4,6,7.02,1,6.42,1,0,9483142
